data,ticker,preco_fechamento_ajustado,volume_negociado,ebit_ev
2020-02-29,AALR3,18.7,7727571.0,0.055061095979939495
2020-03-31,AALR3,8.93,5112705.0,0.08965853823257379
2020-04-30,AALR3,10.49,6675878.0,0.08071701807109276
2020-05-31,AALR3,10.2,12307047.0,0.05938773400567403
2020-06-30,AALR3,10.29,8001607.0,0.05903347553126342
2020-07-31,AALR3,11.36,10699641.0,0.05512410958356974
2020-08-31,AALR3,11.99,5843390.0,0.003061545950944206
2020-09-30,AALR3,10.15,3763596.0,0.0034365265129157165
2020-10-31,AALR3,9.68,5108582.0,0.0035475134994869574
2020-11-30,AALR3,10.84,4815164.0,-0.007849651207873695
2020-12-31,AALR3,11.1,3639217.0,-0.007722739376846834
2021-01-31,AALR3,10.69,3089362.0,-0.007924785139782101
2021-02-28,AALR3,9.01,8184369.0,-0.008876349539858644
2021-03-31,AALR3,9.0,3777238.0,-0.005599036983805122
2021-04-30,AALR3,8.84,5751637.0,-0.0056648393671585705
2021-05-31,AALR3,12.27,34308663.0,0.01240190336686692
2021-06-30,AALR3,11.76,26388985.0,0.012784786086748238
2021-07-31,AALR3,10.14,6605089.0,0.014174871171709172
2021-08-31,AALR3,12.66,59996982.0,0.05910641632373615
2021-09-30,AALR3,11.55,7358156.0,0.06311728433143818
2021-10-31,AALR3,14.8,10971561.0,0.05265545777174067
2021-11-30,AALR3,18.5,21903202.0,0.05100891587881791
2021-12-31,AALR3,14.97,16435170.0,0.059936073374260226
2022-01-31,AALR3,16.5,7399741.0,0.055710181311719675
2022-02-28,AALR3,16.95,8184943.0,0.05457837580500504
2022-03-31,AALR3,17.95,7540347.0,0.03178550157535365
2022-04-30,AALR3,19.41,14055007.0,0.029922562966481693
2022-05-31,AALR3,20.01,9986892.0,0.02139697158246924
2022-06-30,AALR3,19.51,10370166.0,0.021820541648256964
2022-07-31,AALR3,20.59,6754188.0,0.020925778034163102
2022-08-31,AALR3,20.1,3090715.0,0.016875100284048337
2022-09-30,AALR3,20.98,3670541.0,0.016299220472463453
2022-10-31,AALR3,21.19,6064344.0,0.01616755663794271
2022-11-30,AALR3,20.2,13257085.0,-0.001227126186437246
2022-12-31,AALR3,21.6,18754418.0,-0.0011639631443381316
2023-01-31,AALR3,21.39,6634724.0,-0.0011730198540166048
2023-02-28,AALR3,20.75,55889576.0,-0.0012015116529632717
2023-03-31,AALR3,22.53,2979082.0,-0.00920246418051766
2023-04-30,AALR3,22.85,6998537.0,-0.009103479480568857
2023-05-31,AALR3,22.99,6093769.0,-0.004753927621924053
2023-06-30,AALR3,23.8,9959410.0,-0.004629999913692862
2023-07-31,AALR3,24.15,8068415.0,-0.004578427763526125
2023-08-31,AALR3,8.01,2559373.0,-0.006697771177503916
2023-09-30,AALR3,9.77,1602249.0,-0.006018000440386011
2023-10-31,AALR3,9.75,629004.0,-0.0060249491283945
2023-11-30,AALR3,11.4,3503454.0,0.008787791568472085
2023-12-31,AALR3,10.4,4517836.0,0.00931095469738359
2013-11-30,ABEV3,12.55,95335472.0,0.00484078878404435
2013-12-31,ABEV3,12.38,66398512.0,0.004908859185266898
2014-01-31,ABEV3,11.66,210965109.0,0.003258121142564285
2014-02-28,ABEV3,12.23,226621184.0,0.03413332603149554
2014-03-31,ABEV3,12.28,211706611.0,0.03393849681060919
2014-04-30,ABEV3,11.9,640093516.0,0.035339496513005456
2014-05-31,ABEV3,11.58,226051528.0,0.06480196669828645
2014-06-30,ABEV3,11.5,161325772.0,0.06520154582556634
2014-07-31,ABEV3,11.54,318566498.0,0.06560510864638172
2014-08-31,ABEV3,12.0,351019344.0,0.06302914220922276
2014-09-30,ABEV3,11.81,184957884.0,0.0639486220312196
2014-10-31,ABEV3,12.25,416493175.0,0.061703457093105686
2014-11-30,ABEV3,12.59,162076191.0,0.06003182462705208
2014-12-31,ABEV3,12.21,153934228.0,0.061894958522730574
2015-01-31,ABEV3,13.32,328603403.0,0.05729076009783815
2015-02-28,ABEV3,13.86,356119901.0,0.05651358545924014
2015-03-31,ABEV3,14.0,156814881.0,0.05614896892872463
2015-04-30,ABEV3,14.37,174215706.0,0.0546571798647423
2015-05-31,ABEV3,13.96,356731232.0,0.058905606239917814
2015-06-30,ABEV3,14.56,370093780.0,0.0567078347863169
2015-07-31,ABEV3,14.84,255624057.0,0.05675838211932944
2015-08-31,ABEV3,14.55,424092883.0,0.05787714756949959
2015-09-30,ABEV3,14.92,240243710.0,0.056877240199054574
2015-10-31,ABEV3,14.67,228005424.0,0.060829548739175274
2015-11-30,ABEV3,14.32,744604630.0,0.06233620065633418
2015-12-31,ABEV3,13.81,217975101.0,0.06516994226862283
2016-01-31,ABEV3,14.44,380775815.0,0.06226765525429746
2016-02-29,ABEV3,13.73,271527092.0,0.07033699864441907
2016-03-31,ABEV3,14.65,314754852.0,0.06576884896256788
2016-04-30,ABEV3,15.09,461473733.0,0.06376827768701478
2016-05-31,ABEV3,14.87,415126791.0,0.06302182222639117
2016-06-30,ABEV3,14.83,291170434.0,0.0632218234410442
2016-07-31,ABEV3,14.73,613805221.0,0.06469181359491982
2016-08-31,ABEV3,15.04,338000332.0,0.06336670724188183
2016-09-30,ABEV3,15.53,173780407.0,0.06133715162755006
2016-10-31,ABEV3,14.75,332650611.0,0.061078596016447016
2016-11-30,ABEV3,13.55,351872295.0,0.06713710830851677
2016-12-31,ABEV3,13.11,141594505.0,0.07024783513374233
2017-01-31,ABEV3,13.81,120859968.0,0.06693949322486789
2017-02-28,ABEV3,14.32,231879977.0,0.06450903600812437
2017-03-31,ABEV3,14.64,224367805.0,0.06022828394310743
2017-04-30,ABEV3,14.66,191869992.0,0.060161675172553504
2017-05-31,ABEV3,15.02,287321166.0,0.05548402090416544
2017-06-30,ABEV3,14.83,127741074.0,0.056705064693794806
2017-07-31,ABEV3,15.51,292774206.0,0.053660070477396425
2017-08-31,ABEV3,16.08,222493426.0,0.05171776301305085
2017-09-30,ABEV3,17.04,277743699.0,0.04878309008642577
2017-10-31,ABEV3,16.92,301583594.0,0.05078081722374677
2017-11-30,ABEV3,16.65,505599229.0,0.05163382586988217
2017-12-31,ABEV3,17.45,210862021.0,0.049860202648756395
2018-01-31,ABEV3,18.0,270010818.0,0.048315806879288534
2018-02-28,ABEV3,18.1,1383918081.0,0.048204380947233484
2018-03-31,ABEV3,19.8,299976348.0,0.044327317119400335
2018-04-30,ABEV3,19.19,142449119.0,0.045750459420938305
2018-05-31,ABEV3,16.2,640477520.0,0.05451200121143072
2018-06-30,ABEV3,14.92,240442921.0,0.059761359497566766
2018-07-31,ABEV3,16.11,254926489.0,0.057761255164097074
2018-08-31,ABEV3,15.64,502049896.0,0.05951134555465159
2018-09-30,ABEV3,15.22,165995926.0,0.06120006654534203
2018-10-31,ABEV3,13.56,441077040.0,0.06829620509723941
2018-11-30,ABEV3,14.04,590720096.0,0.06588939815963431
2018-12-31,ABEV3,12.99,239328401.0,0.07269111831379414
2019-01-31,ABEV3,14.78,401957579.0,0.06360911868274503
2019-02-28,ABEV3,14.55,873194161.0,0.06488907792102043
2019-03-31,ABEV3,14.21,266746723.0,0.06648594298334994
2019-04-30,ABEV3,15.59,462254186.0,0.060373881430958704
2019-05-31,ABEV3,14.82,403790274.0,0.06427734370871029
2019-06-30,ABEV3,15.1,309726253.0,0.06302114348947487
2019-07-31,ABEV3,17.0,543606226.0,0.05567035864059738
2019-08-31,ABEV3,15.81,429769433.0,0.060000995707362684
2019-09-30,ABEV3,16.25,417377914.0,0.05827324317897419
2019-10-31,ABEV3,14.67,356462523.0,0.06411877215079688
2019-11-30,ABEV3,15.24,149988134.0,0.06164337273889543
2019-12-31,ABEV3,16.11,329640660.0,0.05951710111666153
2020-01-31,ABEV3,15.41,374764093.0,0.06236205294357256
2020-02-29,ABEV3,12.55,657009389.0,0.07299485017900915
2020-03-31,ABEV3,10.29,332646234.0,0.08982460546316158
2020-04-30,ABEV3,9.79,405902576.0,0.09465863062854832
2020-05-31,ABEV3,10.77,574830230.0,0.08052994974314993
2020-06-30,ABEV3,12.2,497115480.0,0.07064146376652722
2020-07-31,ABEV3,12.0,951590858.0,0.06432748048286097
2020-08-31,ABEV3,10.62,479205558.0,0.0731220883623085
2020-09-30,ABEV3,10.82,299190139.0,0.07170402964643233
2020-10-31,ABEV3,10.51,575913272.0,0.07881641766308319
2020-11-30,ABEV3,12.07,589778910.0,0.06785902475240907
2020-12-31,ABEV3,13.81,307013521.0,0.06010629780734892
2021-01-31,ABEV3,13.4,353242142.0,0.06241193963793957
2021-02-28,ABEV3,12.43,480214562.0,0.07709707798335483
2021-03-31,ABEV3,13.56,224243803.0,0.07027816592427925
2021-04-30,ABEV3,13.25,445275320.0,0.07202879005401612
2021-05-31,ABEV3,15.91,180505657.0,0.06293857728014807
2021-06-30,ABEV3,15.13,496857024.0,0.06635588425087142
2021-07-31,ABEV3,14.75,402796124.0,0.07536849861227823
2021-08-31,ABEV3,15.16,477779157.0,0.07325035794782139
2021-09-30,ABEV3,13.57,606080064.0,0.08230112481274439
2021-10-31,ABEV3,15.06,759597878.0,0.07703852207509884
2021-11-30,ABEV3,14.24,876157115.0,0.08182072490489488
2021-12-31,ABEV3,14.14,182602739.0,0.08547196826351558
2022-01-31,ABEV3,13.73,319525831.0,0.08822258693509571
2022-02-28,ABEV3,13.94,649544279.0,0.0757771486682359
2022-03-31,ABEV3,14.12,366110538.0,0.07469687998375114
2022-04-30,ABEV3,13.32,384931858.0,0.07955177503773263
2022-05-31,ABEV3,13.01,397829855.0,0.08078814447171033
2022-06-30,ABEV3,12.29,306950014.0,0.08581913628628941
2022-07-31,ABEV3,13.69,610983756.0,0.07763025229757203
2022-08-31,ABEV3,14.0,349093991.0,0.07580723260053053
2022-09-30,ABEV3,14.25,438253002.0,0.07441941791320814
2022-10-31,ABEV3,14.67,425517064.0,0.0735114145744562
2022-11-30,ABEV3,14.6,522706612.0,0.07390613056415862
2022-12-31,ABEV3,13.91,324260407.0,0.08157098078450038
2023-01-31,ABEV3,13.08,485072942.0,0.08712130012461593
2023-02-28,ABEV3,12.82,529038272.0,0.0890230351129782
2023-03-31,ABEV3,13.72,981523952.0,0.0824631479764745
2023-04-30,ABEV3,13.56,310183222.0,0.08350752792318798
2023-05-31,ABEV3,13.8,591488498.0,0.08418939815485761
2023-06-30,ABEV3,14.76,281284758.0,0.07852085687196651
2023-07-31,ABEV3,14.23,251798739.0,0.08154045919872283
2023-08-31,ABEV3,13.26,625580339.0,0.08484643107109782
2023-09-30,ABEV3,12.56,299893628.0,0.08977215675896622
2023-10-31,ABEV3,12.32,822475224.0,0.09872207984135428
2023-11-30,ABEV3,13.11,572314998.0,0.09232366408814842
2023-12-31,ABEV3,13.73,227131534.0,0.09203619000953876
2017-01-31,ADHM3,3.15,137436.0,-0.27361130707129766
2017-02-28,ADHM3,3.27,11870.0,-0.2635615831147038
2017-03-31,ADHM3,2.88,1753.0,-0.2992883353566242
2017-04-30,ADHM3,2.36,86783.0,-0.4223993731660617
2017-05-31,ADHM3,2.02,18186.0,-0.4935941573135053
2017-06-30,ADHM3,2.05,10331.0,-0.5466568915599143
2017-07-31,ADHM3,2.59,22857.0,-0.43268209445090194
2017-08-31,ADHM3,2.18,16888.0,-0.5140580781906903
2017-09-30,ADHM3,2.07,49627.0,-0.5413751811131543
2017-10-31,ADHM3,1.96,3724.0,-0.5717584902931262
2017-11-30,ADHM3,2.03,5108.0,-0.5518865758389763
2017-12-31,ADHM3,2.04,608.0,-0.5491812486100487
2018-01-31,ADHM3,1.97,51731.0,-0.5686953096782676
2018-02-28,ADHM3,1.98,198.0,-0.5657124135097606
2018-03-31,ADHM3,1.77,1073.0,-0.3618620527730486
2018-04-30,ADHM3,1.82,20944.0,-0.3517871551758348
2018-05-31,ADHM3,1.77,6293.0,-0.3775848233420986
2018-06-30,ADHM3,1.6,2232.0,-0.4179198723807308
2018-07-31,ADHM3,1.8,18415.0,-0.37126155117947507
2018-08-31,ADHM3,1.67,1747.0,-0.23649218569943
2018-09-30,ADHM3,1.7,6181.0,-0.23231749539021715
2018-10-31,ADHM3,1.66,15974.0,-0.23791729147178856
2018-11-30,ADHM3,1.59,10728.0,-0.2483951229372848
2018-12-31,ADHM3,1.5,750.0,-0.26330408712137915
2019-01-31,ADHM3,1.41,13589.0,-0.3098614532914808
2019-02-28,ADHM3,1.67,80278.0,-0.261615730516794
2019-03-31,ADHM3,1.6,19944.0,-0.2246958878751818
2019-04-30,ADHM3,1.52,2250.0,-0.2365219872370335
2019-05-31,ADHM3,1.3,25280.0,-0.23596659852114038
2019-06-30,ADHM3,1.33,4130.0,-0.23064404366728006
2019-07-31,ADHM3,1.6,70902.0,-0.19172286129842656
2019-08-31,ADHM3,1.46,8873.0,-0.4133316669655261
2019-09-30,ADHM3,1.82,99640.0,-0.331573754818499
2019-10-31,ADHM3,1.56,20068.0,-0.3868360472882488
2019-11-30,ADHM3,1.53,22048.0,-0.3863840039960627
2019-12-31,ADHM3,2.62,226751.0,-0.22563646034884577
2020-01-31,ADHM3,2.89,235298.0,-0.20455623740968026
2020-02-29,ADHM3,2.23,60936.0,-0.2650975453425901
2020-03-31,ADHM3,1.45,43476.0,-0.4077017421475696
2020-04-30,ADHM3,2.48,77147.0,-0.23837400246531287
2020-05-31,ADHM3,2.34,167222.0,-0.25263569492050253
2020-06-30,ADHM3,2.52,44327.0,-0.23459028814046665
2020-07-31,ADHM3,2.4,641618.0,-0.24631980254748997
2020-08-31,ADHM3,2.19,16573.0,-0.26993950964108493
2020-09-30,ADHM3,1.99,16243.0,-0.2970691085999879
2020-10-31,ADHM3,1.85,87621.0,-0.3195500141156627
2020-11-30,ADHM3,2.04,55794.0,-0.28978800299704705
2020-12-31,ADHM3,1.56,80496.0,-0.3789535423807538
2012-12-31,AEDU3,11.44,15448218.0,0.02723678052258378
2013-01-31,AEDU3,12.82,80009780.0,0.024471046725545426
2013-02-28,AEDU3,13.57,49348003.0,0.023202806954318377
2013-03-31,AEDU3,10.79,49688669.0,0.041107423833178475
2013-04-30,AEDU3,11.91,81731278.0,0.03746947105057088
2013-05-31,AEDU3,13.34,66037019.0,0.03428498193202518
2013-06-30,AEDU3,12.81,67902741.0,0.03562426552618603
2013-07-31,AEDU3,13.73,44599553.0,0.03333904134784577
2013-08-31,AEDU3,13.75,120132494.0,0.03471813498398333
2013-09-30,AEDU3,13.17,38038054.0,0.03618551666326742
2013-10-31,AEDU3,13.31,68197641.0,0.03582621137549224
2013-11-30,AEDU3,15.75,33995380.0,0.02541971584095082
2013-12-31,AEDU3,14.8,24015528.0,0.026965104671253345
2014-01-31,AEDU3,12.61,47289838.0,0.031330059408425474
2014-02-28,AEDU3,13.04,88138720.0,0.03036920661788342
2014-03-31,AEDU3,13.9,72885473.0,0.030447099898571597
2014-04-30,AEDU3,13.71,60752192.0,0.030851375324796843
2014-05-31,AEDU3,15.99,46009745.0,0.029934353744668206
2014-06-30,AEDU3,18.4,134962481.0,0.026432704632509275
2014-07-31,AEDU3,18.35,78138860.0,0.02650009414589715
2012-12-31,AELP3,13.83,31428.0,0.38872043743842666
2013-01-31,AELP3,12.23,11345.0,0.40838921922468346
2013-02-28,AELP3,11.0,458244.0,0.050630601659710284
2013-03-31,AELP3,9.44,14387.0,0.053330224199161246
2013-04-30,AELP3,7.88,45702.0,0.05635330271806656
2013-05-31,AELP3,7.47,65183.0,-0.0007003360431763593
2013-06-30,AELP3,7.59,0.0,-0.0006970430838829714
2013-07-31,AELP3,7.12,7494.0,-0.0007098809263868591
2013-08-31,AELP3,7.45,3997.0,0.11817434999173415
2013-09-30,AELP3,10.32,51277.0,0.10595655215309632
2013-10-31,AELP3,9.42,60563.0,0.10950623487303955
2013-11-30,AELP3,8.77,919.0,0.14106946563074865
2013-12-31,AELP3,8.82,924.0,0.1407889852094492
2014-01-31,AELP3,7.15,749.0,0.1513190535675618
2014-02-28,AELP3,7.07,741.0,0.09972994656317025
2014-03-31,AELP3,7.11,3715.0,0.0995761628017908
2014-04-30,AELP3,6.6,3510.0,0.10209505500917537
2014-05-31,AELP3,7.41,0.0,-0.015047480375476967
2014-06-30,AELP3,8.04,0.0,-0.014728686768728004
2014-07-31,AELP3,8.2,5082.0,-0.014647526091423715
2014-08-31,AELP3,8.42,869.0,-0.2832958281642541
2014-09-30,AELP3,7.46,0.0,-0.291611525938233
2014-10-31,AELP3,6.49,2680.0,-0.3005219742751467
2014-11-30,AELP3,7.6,0.0,-0.21253457251436098
2014-12-31,AELP3,9.22,0.0,-0.20255748083194397
2015-01-31,AELP3,7.17,9625.0,-0.21538081249849958
2015-02-28,AELP3,8.89,135824.0,-0.013719619748478075
2015-03-31,AELP3,8.18,2450.0,-0.014034874177015953
2015-04-30,AELP3,8.37,3392.0,-0.013949099214517913
2015-05-31,AELP3,8.89,0.0,0.10715353170278609
2015-06-30,AELP3,11.25,21022.0,0.09968380286243292
2015-07-31,AELP3,9.08,0.0,0.10648856185245614
2015-08-31,AELP3,7.39,749.0,0.27852281454995304
2015-09-30,AELP3,6.54,2020.0,0.28594971675863196
2015-10-31,AELP3,5.28,19919.0,0.2975311924927637
2015-11-30,AELP3,4.94,34570.0,0.17905902190038625
2015-12-31,AELP3,5.59,0.0,0.17578277001643047
2016-01-31,AELP3,5.3,0.0,0.17720744931130228
2016-02-29,AELP3,6.02,0.0,0.11704147153499313
2016-03-31,AELP3,9.77,5585.0,0.10646659617767158
2016-04-30,AELP3,9.99,6198.0,0.10623925431689676
2016-05-31,AELP3,9.65,3725.0,0.0899796965487487
2016-06-30,AELP3,9.09,0.0,0.09141141665729795
2016-07-31,AELP3,14.0,0.0,0.08021989465348467
2016-08-31,AELP3,12.84,0.0,0.0811929056705271
2016-09-30,AELP3,11.95,2395.0,0.08317030855334129
2016-10-31,AELP3,11.7,0.0,0.08374320570477764
2016-11-30,AELP3,10.69,1069.0,0.04740319454737318
2016-12-31,AELP3,13.01,7402.0,0.044487461975401
2017-01-31,AELP3,14.04,0.0,0.04330489351215104
2017-02-28,AELP3,14.04,0.0,0.04330489351215104
2017-03-31,AELP3,14.04,0.0,-0.0009770145926226805
2017-04-30,AELP3,14.04,0.0,-0.0009770145926226805
2017-05-31,AELP3,14.04,0.0,-0.0007305514597882288
2017-06-30,AELP3,7.49,0.0,-0.0013947462990342118
2017-07-31,AELP3,5.9,0.0,-0.0017772643458556416
2017-08-31,AELP3,5.9,0.0,-0.0017433646166350385
2017-09-30,AELP3,6.0,4200.0,-0.0017138177003092087
2017-10-31,AELP3,5.7,570.0,-0.0018056240056000953
2017-11-30,AELP3,4.79,479.0,-0.00206764851146443
2017-12-31,AELP3,5.01,0.0,-0.001975001510518444
2018-01-31,AELP3,4.44,444.0,-0.00223440020751716
2018-02-28,AELP3,2.94,25078.0,-0.00341460441676645
2018-03-31,AELP3,2.34,5268.0,-0.004267006658716159
2018-04-30,AELP3,2.69,32384.0,-0.0036904094928510234
2018-05-31,AELP3,2.01,2010.0,-0.0031025374132870034
2018-06-30,AELP3,1.44,0.0,-0.0044213128552727295
2018-07-31,AELP3,2.08,6924.0,-0.0029929057923527335
2018-08-31,AELP3,1.99,761.0,-0.003874606051257383
2018-09-30,AELP3,1.93,2337.0,-0.004001447025458437
2020-11-30,AERI3,2650.78,9806611.0,0.04383007951320484
2020-12-31,AERI3,3986.13,57963298.0,0.03090641505449102
2021-01-31,AERI3,4719.58,64668435.0,0.02181981613760309
2021-02-28,AERI3,4061.87,58224942.0,0.024855062390126796
2021-03-31,AERI3,3523.74,32102997.0,0.02841017611749517
2021-04-30,AERI3,3587.52,71019198.0,0.027936590765923572
2021-05-31,AERI3,3786.82,59294698.0,0.028512462767668174
2021-06-30,AERI3,3954.24,31345909.0,0.027400179619340135
2021-07-31,AERI3,3487.86,59667811.0,0.030740845188946955
2021-08-31,AERI3,3188.9,12204871.0,0.032366123900943004
2021-09-30,AERI3,3184.92,31417728.0,0.032402806494667244
2021-10-31,AERI3,3141.07,12675940.0,0.03281187214561848
2021-11-30,AERI3,3129.11,27306319.0,0.02854764611526809
2021-12-31,AERI3,2610.91,19550920.0,0.03366812298138325
2022-01-31,AERI3,2571.05,25391929.0,0.0341391540010629
2022-02-28,AERI3,2264.12,23586180.0,0.04227268854687535
2022-03-31,AERI3,2320.0,11402970.0,0.0414968591134466
2022-04-30,AERI3,1952.0,11565634.0,0.0482918122483572
2022-05-31,AERI3,1424.0,4993656.0,0.05703358350009109
2022-06-30,AERI3,1120.0,5724037.0,0.06857819767458098
2022-07-31,AERI3,1200.0,9768970.0,0.06510993161540396
2022-08-31,AERI3,928.0,9725666.0,0.08080913754530214
2022-09-30,AERI3,804.0,9699830.0,0.08902514797109759
2022-10-31,AERI3,740.0,15719468.0,0.09395553688488488
2022-11-30,AERI3,576.0,18915671.0,0.1124226092244884
2022-12-31,AERI3,452.0,11788326.0,0.1292913441233163
2023-01-31,AERI3,636.0,10061511.0,0.1057467140851227
2023-02-28,AERI3,532.0,10385172.0,0.12031925001533308
2023-03-31,AERI3,472.0,4451127.0,0.12865401093083725
2023-04-30,AERI3,628.0,6921075.0,0.10901890702920214
2023-05-31,AERI3,596.0,4003597.0,0.11976695297845262
2023-06-30,AERI3,532.0,12382087.0,0.12709414298928268
2023-07-31,AERI3,480.0,4194634.0,0.13374216052311233
2023-08-31,AERI3,380.0,8788700.0,0.1667299939097129
2023-09-30,AERI3,332.0,4957135.0,0.17646601168804918
2023-10-31,AERI3,340.0,5384481.0,0.17476514134097076
2023-11-30,AERI3,348.0,1876916.0,0.17246474725550115
2023-12-31,AERI3,360.0,22924610.0,0.17015064375612796
2022-03-31,AESB3,11.82,9675760.0,0.01775941697073685
2022-04-30,AESB3,10.85,38200620.0,0.01862967864618056
2022-05-31,AESB3,10.7,33484353.0,0.03733851560079464
2022-06-30,AESB3,10.46,13338691.0,0.037803709265285264
2022-07-31,AESB3,10.55,16346544.0,0.03762790957880117
2022-08-31,AESB3,9.62,25259980.0,0.03659679484388517
2022-09-30,AESB3,9.34,32418944.0,0.03714818304304705
2022-10-31,AESB3,9.82,25004097.0,0.03621286249623239
2022-11-30,AESB3,10.37,19256449.0,0.05832911378824928
2022-12-31,AESB3,9.58,17072321.0,0.06079610504643614
2023-01-31,AESB3,10.02,22539683.0,0.053132900367958015
2023-02-28,AESB3,9.84,29582045.0,0.03650907332943858
2023-03-31,AESB3,9.86,25402336.0,0.03648609388564562
2023-04-30,AESB3,10.59,33999737.0,0.03565572754384366
2023-05-31,AESB3,12.08,49695674.0,0.05041822280388844
2023-06-30,AESB3,12.15,32075458.0,0.050279135737989825
2023-07-31,AESB3,11.78,57981967.0,0.05102313070351333
2023-08-31,AESB3,10.95,31617253.0,0.056661985673071194
2023-09-30,AESB3,10.82,25011194.0,0.05695960388206523
2023-10-31,AESB3,9.99,29619716.0,0.0589606920174916
2023-11-30,AESB3,10.78,29917413.0,0.05875212806194303
2023-12-31,AESB3,12.22,33317214.0,0.05567083212644004
2012-12-31,AFLT3,1.23,23515.0,0.12901807933706944
2013-01-31,AFLT3,1.27,0.0,0.12347943519912451
2013-02-28,AFLT3,1.45,0.0,0.1053833411429288
2013-03-31,AFLT3,1.47,0.0,0.08946784171274605
2013-04-30,AFLT3,1.47,0.0,0.08946784171274605
2013-05-31,AFLT3,1.66,0.0,0.0860983550962406
2013-06-30,AFLT3,1.54,0.0,0.09356770181552146
2013-07-31,AFLT3,1.66,0.0,0.08608201576652087
2013-08-31,AFLT3,1.66,0.0,0.08360028480106123
2013-09-30,AFLT3,1.72,0.0,0.08360028480106123
2013-10-31,AFLT3,1.65,0.0,0.0878153076719654
2013-11-30,AFLT3,1.65,0.0,0.08733334456434773
2013-12-31,AFLT3,1.61,0.0,0.0898240433124154
2014-01-31,AFLT3,1.61,0.0,0.0898240433124154
2014-02-28,AFLT3,1.61,0.0,0.0898240433124154
2014-03-31,AFLT3,1.38,600.0,0.11696642392844925
2014-04-30,AFLT3,1.38,0.0,0.11696642392844925
2014-05-31,AFLT3,1.38,0.0,0.11841782771818028
2014-06-30,AFLT3,1.45,0.0,0.11841782771818028
2014-07-31,AFLT3,1.45,0.0,0.11841782771818028
2014-08-31,AFLT3,1.4,0.0,0.10206105895513191
2014-09-30,AFLT3,1.33,0.0,0.10814367196554464
2014-10-31,AFLT3,1.5,0.0,0.0977415636454566
2014-11-30,AFLT3,1.3,0.0,0.1733818324516455
2014-12-31,AFLT3,1.25,0.0,0.1820486915869337
2015-01-31,AFLT3,1.25,0.0,0.1820486915869337
2015-02-28,AFLT3,1.25,0.0,0.1080745761947192
2015-03-31,AFLT3,1.35,0.0,0.09870989674366537
2015-04-30,AFLT3,1.5,0.0,0.08735580487923468
2015-05-31,AFLT3,1.44,0.0,0.09973544091133321
2015-06-30,AFLT3,1.42,0.0,0.10107875218305339
2015-07-31,AFLT3,1.44,0.0,0.09973544091133321
2015-08-31,AFLT3,1.44,0.0,0.1152803926666399
2015-09-30,AFLT3,1.18,0.0,0.14782396624132707
2015-10-31,AFLT3,1.31,0.0,0.12953951006035033
2015-11-30,AFLT3,1.31,0.0,0.1009027619972318
2015-12-31,AFLT3,1.31,0.0,0.1009027619972318
2016-01-31,AFLT3,1.2,0.0,0.11264708188615366
2016-02-29,AFLT3,1.18,0.0,0.10818289852068082
2016-03-31,AFLT3,1.18,0.0,0.10818289852068082
